annotation_id,review_uid,destination,language_review,aspecto,text_clean,input_modelo,label
gm_11721ad4c1633f4a__limpieza,gm_11721ad4c1633f4a,Reserva Nacional de Paracas,es,limpieza,"De las mejores playas del Perú: limpia, calmada. Agua muy clara en comparación con las demás playas del país (incluida Máncora). En épocas de verano en Lima, hay concurrencia masiva hacia esta playa. Me comentaron que en otras épocas hay menos gente, lo cual lo hace más agradable si no te agrada el tumulto. Sin embargo, aún con mucha gente es una playa totalmente recomendable. Si haríamos una comparación con Máncora (Piura) diría que Máncora es un tanto ""exclusiva"" y La Mina es ""limpia"". Eso sí NO ES POSIBLE ACAMPAR en este lugar. Si deseas acampar te recomiendo la playa Lagunillas, a unos 10 minutos en auto. El transporte no es un problema.","aspecto: limpieza reseña: De las mejores playas del Perú: limpia, calmada. Agua muy clara en comparación con las demás playas del país (incluida Máncora). En épocas de verano en Lima, hay concurrencia masiva hacia esta playa. Me comentaron que en otras épocas hay menos gente, lo cual lo hace más agradable si no te agrada el tumulto. Sin embargo, aún con mucha gente es una playa totalmente recomendable. Si haríamos una comparación con Máncora (Piura) diría que Máncora es un tanto ""exclusiva"" y La Mina es ""limpia"". Eso sí NO ES POSIBLE ACAMPAR en este lugar. Si deseas acampar te recomiendo la playa Lagunillas, a unos 10 minutos en auto. El transporte no es un problema.",positivo
gm_5b0ab7b1ffbf8835__limpieza,gm_5b0ab7b1ffbf8835,Santuario Histórico de Machu Picchu,es,limpieza,"El mejor pero también el mas caro sitio arqueológico de Sudamérica, la complejidad de su construcción y la belleza del mismo hacen uno de los destinos mas visitados por turistas de todas partes del mundo. Nuevos cambios en los requerimientos para visitarlo hacen que el turista planifique con un tiempo prudencial su llegada. La adquisición de la entrada debe hacerse con mínimo un mes de anticipación como también el boleto de tren que te lleva de Cusco a Aguascalientes, si se quiere visitar la montaña de Wayna Picchu esta debe ser antes de 6 meses.... Siempre tener en cuenta el clima cambiante puede llover en cualquier momento y ademas llevar siempre zapatos de trekking, los baños quedan fuera del complejo","aspecto: limpieza reseña: El mejor pero también el mas caro sitio arqueológico de Sudamérica, la complejidad de su construcción y la belleza del mismo hacen uno de los destinos mas visitados por turistas de todas partes del mundo. Nuevos cambios en los requerimientos para visitarlo hacen que el turista planifique con un tiempo prudencial su llegada. La adquisición de la entrada debe hacerse con mínimo un mes de anticipación como también el boleto de tren que te lleva de Cusco a Aguascalientes, si se quiere visitar la montaña de Wayna Picchu esta debe ser antes de 6 meses.... Siempre tener en cuenta el clima cambiante puede llover en cualquier momento y ademas llevar siempre zapatos de trekking, los baños quedan fuera del complejo",ausente
gm_b253313b4904c03b__atencion_servicio,gm_b253313b4904c03b,Valle del Colca,en,atencion_servicio,"Very nice landscape, it is just difficult to find a good guide/tour. I took a more expensive one but it was really worth it","aspecto: atencion_servicio reseña: Very nice landscape, it is just difficult to find a good guide/tour. I took a more expensive one but it was really worth it",neutro
gm_f1833f6629a75130__seguridad,gm_f1833f6629a75130,Museo de Sitio Huaca Pucllana,es,seguridad,"El ambiente está muy bonito, lxs guías responden a tus dudas. Hay cuidado de las inmediaciones, el sitio es tranquilo, con vigilancia. Facilidad de acceder a movilidad","aspecto: seguridad reseña: El ambiente está muy bonito, lxs guías responden a tus dudas. Hay cuidado de las inmediaciones, el sitio es tranquilo, con vigilancia. Facilidad de acceder a movilidad",positivo
gm_d25a65ed7ed504fc__limpieza,gm_d25a65ed7ed504fc,Centro Histórico de Lima,es,limpieza,"Una arquitectura preciosa, todo muy bien cuidado, protegido y limpio. A su alrededor variedad en artesanías y lugares para almorzar y cenar. Generalmente los locales abren desde las 11am antes de eso la mayoría de locales está cerrado.","aspecto: limpieza reseña: Una arquitectura preciosa, todo muy bien cuidado, protegido y limpio. A su alrededor variedad en artesanías y lugares para almorzar y cenar. Generalmente los locales abren desde las 11am antes de eso la mayoría de locales está cerrado.",positivo
gm_9cc97b6b659e15db__accesibilidad,gm_9cc97b6b659e15db,Circuito Mágico del Agua,es,accesibilidad,Es una parada obligada para conocer Lima...es un hermoso parque lleno de monumentales fuentes que en la noche prenden de colores..la entrada es solo de 4 soles por persona...el parque esta muy limpio y bien cuidado y a las 6:50 pm es el primer show en la fuente central ...es una proyección en el agua que en 15 minutos cuenta la historia de Perú..es un espectáculo muy bien elaborado y simplemente hermoso...adentro ahí algunos puestos de antojitos y baños que cobran 50 centavos...muchas novias van a hacer su sesión de fotos pues es un hermoso escenario...sin duda muy recomendable..y a un costado el estadio de fútbol ...y varios lugares para comer..,aspecto: accesibilidad reseña: Es una parada obligada para conocer Lima...es un hermoso parque lleno de monumentales fuentes que en la noche prenden de colores..la entrada es solo de 4 soles por persona...el parque esta muy limpio y bien cuidado y a las 6:50 pm es el primer show en la fuente central ...es una proyección en el agua que en 15 minutos cuenta la historia de Perú..es un espectáculo muy bien elaborado y simplemente hermoso...adentro ahí algunos puestos de antojitos y baños que cobran 50 centavos...muchas novias van a hacer su sesión de fotos pues es un hermoso escenario...sin duda muy recomendable..y a un costado el estadio de fútbol ...y varios lugares para comer..,ausente
gm_5ae6fa6f1ae65fa4__alojamiento,gm_5ae6fa6f1ae65fa4,Santuario Histórico de Machu Picchu,en,alojamiento,"Visited on 4/24/24, which was my birthday, and it was one of the most epic experiences of my life. It was so amazing that we decided to go back the following day as well. There’s little that hasn’t already been said about this location and the history is well known so I will spare that part of my review but honestly, this is a destination that everyone should visit at least once in their life. I saw very young people all the way up to people in their 90s so it really is possible for anyone except those with mobility or health issues. The mystery and beauty of Machu Picchu are reasons enough to visit, but just being there and walking the grounds you really feel connected to history and the views are absolutely breathtaking. Our first day we went with a guide and the second time we went by ourselves. Both were great experiences. You can walk up to the entrance of Machu Picchu but I would suggest taking a bus because it will take multiple hours to get up there. You can also take the Inka Trail (3 nights and 4 days) and hike down into Machu Picchu so there are multiple different methods of getting there. We decided to stay in Aguas Calientes for a few nights so we took the bus to and from each visit. Our first day we went with a guide who took us around but the second day we decided to choose Circuit 2 which many have said is the best route. It is definitely the most comprehensive and you get to see most of the site this way. We also added the Inka Bridge which was closed when we visited, but we were able to get very close to it. It’s an extra half mile climb once you reach the top of Machu Picchu but honestly it’s pretty easy, however, I would avoid it if you are afraid of heights because the pathway there is very narrow and the drop off to the side is hundreds, if not over 1000, feet to the bottom. I am still in awe of everything I saw and it really left me with an immense appreciation and respect for the Peruvian people and what the Inca accomplished. I could not recommend this site enough and feel that it definitely deserves the UNESCO world heritage site badge as well as being one of the new Seven Wonders of the World.","aspecto: alojamiento reseña: Visited on 4/24/24, which was my birthday, and it was one of the most epic experiences of my life. It was so amazing that we decided to go back the following day as well. There’s little that hasn’t already been said about this location and the history is well known so I will spare that part of my review but honestly, this is a destination that everyone should visit at least once in their life. I saw very young people all the way up to people in their 90s so it really is possible for anyone except those with mobility or health issues. The mystery and beauty of Machu Picchu are reasons enough to visit, but just being there and walking the grounds you really feel connected to history and the views are absolutely breathtaking. Our first day we went with a guide and the second time we went by ourselves. Both were great experiences. You can walk up to the entrance of Machu Picchu but I would suggest taking a bus because it will take multiple hours to get up there. You can also take the Inka Trail (3 nights and 4 days) and hike down into Machu Picchu so there are multiple different methods of getting there. We decided to stay in Aguas Calientes for a few nights so we took the bus to and from each visit. Our first day we went with a guide who took us around but the second day we decided to choose Circuit 2 which many have said is the best route. It is definitely the most comprehensive and you get to see most of the site this way. We also added the Inka Bridge which was closed when we visited, but we were able to get very close to it. It’s an extra half mile climb once you reach the top of Machu Picchu but honestly it’s pretty easy, however, I would avoid it if you are afraid of heights because the pathway there is very narrow and the drop off to the side is hundreds, if not over 1000, feet to the bottom. I am still in awe of everything I saw and it really left me with an immense appreciation and respect for the Peruvian people and what the Inca accomplished. I could not recommend this site enough and feel that it definitely deserves the UNESCO world heritage site badge as well as being one of the new Seven Wonders of the World.",ausente
gm_f24ff097aea2dfb8__atencion_servicio,gm_f24ff097aea2dfb8,Ciudadela de Kuélap,es,atencion_servicio,"Lugar místico, con sus imponentes murallas, un poco más de atención y cuidado no estaría mal.","aspecto: atencion_servicio reseña: Lugar místico, con sus imponentes murallas, un poco más de atención y cuidado no estaría mal.",neutro
gm_40878194208d99ee__limpieza,gm_40878194208d99ee,Centro Histórico de Lima,es,limpieza,"La plaza de armas es muy bonita.... El palacio, la Catedral.. Las calles. La limpieza. Todo es hermoso tanto de día como de noche. Hay lugares abiertos los festivos y domingos como restaurantes, donde cierran tipo 9 a 10pm, locales de artesanías que en su mayoría cierran a las 7pm, la Catedral que cierra quizás hasta las 3 o 4pm... La iglesia de las criptas.... Que cierran a las 5pm aproximadamente. Lo que no me gustó son los restaurantes que hay por el sector, aparentemente son de calidad, pero entre a diferentes y no tenían comida fresca, muy regulares los alimentos y cuando necesitabas el baño, eran asquerosos.","aspecto: limpieza reseña: La plaza de armas es muy bonita.... El palacio, la Catedral.. Las calles. La limpieza. Todo es hermoso tanto de día como de noche. Hay lugares abiertos los festivos y domingos como restaurantes, donde cierran tipo 9 a 10pm, locales de artesanías que en su mayoría cierran a las 7pm, la Catedral que cierra quizás hasta las 3 o 4pm... La iglesia de las criptas.... Que cierran a las 5pm aproximadamente. Lo que no me gustó son los restaurantes que hay por el sector, aparentemente son de calidad, pero entre a diferentes y no tenían comida fresca, muy regulares los alimentos y cuando necesitabas el baño, eran asquerosos.",neutro
gm_1d5908f926aa304c__atencion_servicio,gm_1d5908f926aa304c,Monasterio de Santa Catalina,es,atencion_servicio,"Precioso lugar lleno de historia. Recomiendo contratar a una guía para que les expliqué sobre el lugar. El recorrido con ella dura 1 hora aproximadamente y el pago es de 20 soles, si ustedes son muchos puedes darle más ya que ellas no reciben salarios. Varias de ellas hablan otros idiomas.Luego lo pueden recorren libremente y tomar las fotos que deseen pero sin flash. Hay un mirador, es el único. Las escaleras son empinadas así que tengan cuidado.","aspecto: atencion_servicio reseña: Precioso lugar lleno de historia. Recomiendo contratar a una guía para que les expliqué sobre el lugar. El recorrido con ella dura 1 hora aproximadamente y el pago es de 20 soles, si ustedes son muchos puedes darle más ya que ellas no reciben salarios. Varias de ellas hablan otros idiomas.Luego lo pueden recorren libremente y tomar las fotos que deseen pero sin flash. Hay un mirador, es el único. Las escaleras son empinadas así que tengan cuidado.",neutro
gm_0503dabcc2a783df__limpieza,gm_0503dabcc2a783df,Centro Histórico de Lima,es,limpieza,"El centro neurálgico o punto más importante de Lima capital. Está bien cuidado, limpio y sobretodo te sientes seguro por la multitud de guardias y policías que hay en el entorno de la plaza. Ahí se encuentra la Catedral de Limia, el Palacio Gubernamental de la Republica, el Ayuntamiento de Lima y otros edificios privados. También es bella verla de noche! 😊","aspecto: limpieza reseña: El centro neurálgico o punto más importante de Lima capital. Está bien cuidado, limpio y sobretodo te sientes seguro por la multitud de guardias y policías que hay en el entorno de la plaza. Ahí se encuentra la Catedral de Limia, el Palacio Gubernamental de la Republica, el Ayuntamiento de Lima y otros edificios privados. También es bella verla de noche! 😊",positivo
gm_25e3fb4f8a38c8cc__atencion_servicio,gm_25e3fb4f8a38c8cc,Ciudadela de Kuélap,es,atencion_servicio,"Es la llaqta fortificada más importante del nororiente peruano. Se caracteriza por su arquitectura única, con una imponente mampostería que alcanza los 20 metros de altura. Se encuentra a 3000 metros sobre el nivel del mar. Se encuentra a una hora desde el poblado de Chachapoyas, llegar donde se toma el teleférico que lo sube por 30 minutos hasta Kuelap el circuito puede ser de una hora a 3 horas. Las agencias cobran el tour 90 soles el cual incluye el bus desde Chachapoyas los pasajes en teleférico, almuerzo, y guía. Se recomienda visitar el lugar aparte de ser impresionante se puede apreciar varios micro climas.","aspecto: atencion_servicio reseña: Es la llaqta fortificada más importante del nororiente peruano. Se caracteriza por su arquitectura única, con una imponente mampostería que alcanza los 20 metros de altura. Se encuentra a 3000 metros sobre el nivel del mar. Se encuentra a una hora desde el poblado de Chachapoyas, llegar donde se toma el teleférico que lo sube por 30 minutos hasta Kuelap el circuito puede ser de una hora a 3 horas. Las agencias cobran el tour 90 soles el cual incluye el bus desde Chachapoyas los pasajes en teleférico, almuerzo, y guía. Se recomienda visitar el lugar aparte de ser impresionante se puede apreciar varios micro climas.",neutro
gm_4abdc77c5efc00d6__limpieza,gm_4abdc77c5efc00d6,Museo Tumbas Reales del Señor de Sipán,es,limpieza,"Un estupendo lugar para visitar obviamente lleno de historia. Impresionante toda la civilización que había en esta parte del Perú hace más de 1500 años. El museo es muy fresco, los baños limpios costo de entrada general de S/10 soles, más 2 soles de parqueo si vas con auto.","aspecto: limpieza reseña: Un estupendo lugar para visitar obviamente lleno de historia. Impresionante toda la civilización que había en esta parte del Perú hace más de 1500 años. El museo es muy fresco, los baños limpios costo de entrada general de S/10 soles, más 2 soles de parqueo si vas con auto.",positivo
gm_3ccee15177370baa__accesibilidad,gm_3ccee15177370baa,Centro Histórico de Lima,es,accesibilidad,"Muy linda no entiendo por qué no podíamos pase al centro de la plaza hasta que en algún momento permitieron la entrada pero ya nos estábamos retirando así que no pude apreciar el monumento de cerca, tienen mucho serensgo cuidando las áreas por lo que están limpias y bonitas y se siente seguro estar aunque no hay que olvidar que es centro hay que estar pendiente, tienen dos pobres caballos paseando turistas en unos coches que me pareció maltrato animal, un coche demasiado grande y lleno de personas para un solo caballo, por lo demás un sitio muy lindo que vale la pena conocer por demás histórico y representativo","aspecto: accesibilidad reseña: Muy linda no entiendo por qué no podíamos pase al centro de la plaza hasta que en algún momento permitieron la entrada pero ya nos estábamos retirando así que no pude apreciar el monumento de cerca, tienen mucho serensgo cuidando las áreas por lo que están limpias y bonitas y se siente seguro estar aunque no hay que olvidar que es centro hay que estar pendiente, tienen dos pobres caballos paseando turistas en unos coches que me pareció maltrato animal, un coche demasiado grande y lleno de personas para un solo caballo, por lo demás un sitio muy lindo que vale la pena conocer por demás histórico y representativo",ausente
gm_9a377a24b8540611__seguridad,gm_9a377a24b8540611,Ciudadela de Kuélap,es,seguridad,"Vale la pena pasear en el teleférico, cómodo, seguro, sin colas y un excelente servicio... Pero, una vez que bajas de la cabina se acabó la buena experiencia, no te explican que tienes que hacer una caminata de aproximadamente 1 hora hasta las ruinas (kilómetro y medio de subidas y bajadas), por un camino donde los primeros 200 metros están bien conservados y el resto es un desastre. Al llegar a la fortaleza, supuestamente, tienes que haber sacado un ticket en línea y solo deberían entrar 13 personas a la vez por 45 minutos. En mi turno dejaron entrar como a 30. Osea, por las puras uno saca un turno. Los 45 minutos son en verdad 15, por qué lo que está habilitado para recorrer es solo una mínima parte. Bueno, en verdad es a criterio de los de seguridad, por qué habia un trayecto mayor para recorrer pero sin mayor explicación, solo el YO estoy diciendo que no se puede ir por allá, te impiden hacer un mayor recorrido. Si no está listo para recibir turismo, por qué no lo cierran y se dedican a hacer las cosas bien.","aspecto: seguridad reseña: Vale la pena pasear en el teleférico, cómodo, seguro, sin colas y un excelente servicio... Pero, una vez que bajas de la cabina se acabó la buena experiencia, no te explican que tienes que hacer una caminata de aproximadamente 1 hora hasta las ruinas (kilómetro y medio de subidas y bajadas), por un camino donde los primeros 200 metros están bien conservados y el resto es un desastre. Al llegar a la fortaleza, supuestamente, tienes que haber sacado un ticket en línea y solo deberían entrar 13 personas a la vez por 45 minutos. En mi turno dejaron entrar como a 30. Osea, por las puras uno saca un turno. Los 45 minutos son en verdad 15, por qué lo que está habilitado para recorrer es solo una mínima parte. Bueno, en verdad es a criterio de los de seguridad, por qué habia un trayecto mayor para recorrer pero sin mayor explicación, solo el YO estoy diciendo que no se puede ir por allá, te impiden hacer un mayor recorrido. Si no está listo para recibir turismo, por qué no lo cierran y se dedican a hacer las cosas bien.",positivo
gm_118a40130a5c9cdf__accesibilidad,gm_118a40130a5c9cdf,Reserva Nacional de Paracas,es,accesibilidad,"Muy bonita experiencia, el paisaje es hermoso, limpia y por favor si la visitan evitar ensuciar. Deberían limitar el acceso de personas ya que la playa es pequeña la sobre población de turistas hace difícil disfrutar de la playa. Aunque si te vas más allá puedes encontrar un espacio despejado. Pero en general vale la pena visitarla.","aspecto: accesibilidad reseña: Muy bonita experiencia, el paisaje es hermoso, limpia y por favor si la visitan evitar ensuciar. Deberían limitar el acceso de personas ya que la playa es pequeña la sobre población de turistas hace difícil disfrutar de la playa. Aunque si te vas más allá puedes encontrar un espacio despejado. Pero en general vale la pena visitarla.",neutro
