annotation_id,review_uid,destination,language_review,aspecto,text_clean,input_modelo,label
gm_b9f3b80f59bfdfa6__limpieza,gm_b9f3b80f59bfdfa6,Reserva Nacional de Paracas,es,limpieza,La reserva es maravillosa. Las vistas son espectaculares. Todas distintas. Todas increíbles. Los servicios de la reserva podrían ser mejores. Los baños no tienen agua suficiente y cobran su ingreso. Y lo más criticable...hay inescrupulosos que llevan a grupos de turistas y se salen del camino autorizado llegando a lugares que otros no pueden ni deben llegar.,aspecto: limpieza reseña: La reserva es maravillosa. Las vistas son espectaculares. Todas distintas. Todas increíbles. Los servicios de la reserva podrían ser mejores. Los baños no tienen agua suficiente y cobran su ingreso. Y lo más criticable...hay inescrupulosos que llevan a grupos de turistas y se salen del camino autorizado llegando a lugares que otros no pueden ni deben llegar.,ausente
gm_18ee7275dd6dfb22__seguridad,gm_18ee7275dd6dfb22,Valle del Colca,en,seguridad,"6-7 hour bus ride from Arequipa (terminal terrestre, Arturo Ibanez 130) to Cabanaconde. Route over highlands, vicuna reserve, down to Chivay in canyon, then down canyon, (best views from right side of bus). 9:30 AM Arequipa departure (Andelusia) and nights in Cabanaconde before and after self guided trek, seemed better than 3:00 AM Arequipa departure, short last trek day and back to Arequipa of tours. Many places to stay, I was at Pachamama hostel about 2 blocks up from the plaza on San Pedro St. Good information about trek options and good place to meet others doing unguided treks. I did 2d/1n trek, 1st day to Llahuar with scenic descent along canyon edge, then down into side canyon, final descent to Colca river crossing, climb into Taruna, back down to Llahuar on the Colca river just after crossing the Huaruro river. Nice bungalows on river, friendly staff, fixed menu dinner, breakfast and sandwichs available, all at very reasonable prices. Natural hot pools and swimming pool right on river not open because river very high in early March. Very ambitious new ""restaurant"" construction ongoing. As hike to Llahuar mostly down and not too long, I was there well before noon. Could just chill in nice location. I opted for day hike up Huaruro canyon that starts steeply right from Llahuar then more gradually up to Llatica where a bridge crosses the river. From there another steep climb to high trail that contours back down other side of canyon to above Belen. Nice safe and scenic canyon trails. Down main street in Belen past soccer field to steep trail to Paclla. Cross road and continue on trail down through terraced gardens that eventually goes to Taruna above Llahuar. This added another 11 km and 700m vertical, about 4 hours at a fast pace, to first day. 2nd day back up to Belen, options are trail short cuts to Paclla not too steep, then very steep to Belen, or longer but more gradually walk on road. From Belen you are on road up to viewpoint bend then level to shortcut trail down to plateau, join main trail down to Sangalle (relatively touristy and expensive, but amazing given that everything has to come in by horse or burro). That just leaves the 2.5 - 3.5 hour all uphill switchbacks to plateau and final km to Cabanaconde. Total for 2nd day a healthy 16-18km with 1700m elevation gain. If I was doing it again, would spend 2 nights in canyon, 1st at Llahuar, then 2nd up at Fure with day hike up to the waterfall (cataratas), day 3 high trail back from Fure contouring back to join road at high point above Sangalle, then through Sangalle up and out. Another interesting high altitude strenuous option might be continuing up from Fure to Tocallo at 3800m where some maps show a trail that goes in and out of several canyons with final pass then long descent to Malata above Sangalle. Another night in canyon and some local information about condition of trails would be needed. Canyon country was unique, scenic and very green with lots of water in the rainy season. Lodging and meals in many areas down in canyon allows for very light packs, a plus given all the climbs. No reservations needed for anything during rainy season, probably a different story in high season. A minibus service that goes on the not too scary dirt road from Carbanaconde, crossing the Rio Colca at the same place my trek did has beautiful brand new rain sheltered stops at all the little towns all the way to Tapay! This allows some less strenuous options for the canyon that are sure to become more popular.","aspecto: seguridad reseña: 6-7 hour bus ride from Arequipa (terminal terrestre, Arturo Ibanez 130) to Cabanaconde. Route over highlands, vicuna reserve, down to Chivay in canyon, then down canyon, (best views from right side of bus). 9:30 AM Arequipa departure (Andelusia) and nights in Cabanaconde before and after self guided trek, seemed better than 3:00 AM Arequipa departure, short last trek day and back to Arequipa of tours. Many places to stay, I was at Pachamama hostel about 2 blocks up from the plaza on San Pedro St. Good information about trek options and good place to meet others doing unguided treks. I did 2d/1n trek, 1st day to Llahuar with scenic descent along canyon edge, then down into side canyon, final descent to Colca river crossing, climb into Taruna, back down to Llahuar on the Colca river just after crossing the Huaruro river. Nice bungalows on river, friendly staff, fixed menu dinner, breakfast and sandwichs available, all at very reasonable prices. Natural hot pools and swimming pool right on river not open because river very high in early March. Very ambitious new ""restaurant"" construction ongoing. As hike to Llahuar mostly down and not too long, I was there well before noon. Could just chill in nice location. I opted for day hike up Huaruro canyon that starts steeply right from Llahuar then more gradually up to Llatica where a bridge crosses the river. From there another steep climb to high trail that contours back down other side of canyon to above Belen. Nice safe and scenic canyon trails. Down main street in Belen past soccer field to steep trail to Paclla. Cross road and continue on trail down through terraced gardens that eventually goes to Taruna above Llahuar. This added another 11 km and 700m vertical, about 4 hours at a fast pace, to first day. 2nd day back up to Belen, options are trail short cuts to Paclla not too steep, then very steep to Belen, or longer but more gradually walk on road. From Belen you are on road up to viewpoint bend then level to shortcut trail down to plateau, join main trail down to Sangalle (relatively touristy and expensive, but amazing given that everything has to come in by horse or burro). That just leaves the 2.5 - 3.5 hour all uphill switchbacks to plateau and final km to Cabanaconde. Total for 2nd day a healthy 16-18km with 1700m elevation gain. If I was doing it again, would spend 2 nights in canyon, 1st at Llahuar, then 2nd up at Fure with day hike up to the waterfall (cataratas), day 3 high trail back from Fure contouring back to join road at high point above Sangalle, then through Sangalle up and out. Another interesting high altitude strenuous option might be continuing up from Fure to Tocallo at 3800m where some maps show a trail that goes in and out of several canyons with final pass then long descent to Malata above Sangalle. Another night in canyon and some local information about condition of trails would be needed. Canyon country was unique, scenic and very green with lots of water in the rainy season. Lodging and meals in many areas down in canyon allows for very light packs, a plus given all the climbs. No reservations needed for anything during rainy season, probably a different story in high season. A minibus service that goes on the not too scary dirt road from Carbanaconde, crossing the Rio Colca at the same place my trek did has beautiful brand new rain sheltered stops at all the little towns all the way to Tapay! This allows some less strenuous options for the canyon that are sure to become more popular.",neutro
gm_04b55b098bf66db6__seguridad,gm_04b55b098bf66db6,Circuito Mágico del Agua,es,seguridad,"Lugar hermoso,muy cuidado y seguro , recomendado para ir en familia,es fácil tomar el bus metropolitano ,un espectáculo de luces y agua a presión con proyección y sonido envolvente.","aspecto: seguridad reseña: Lugar hermoso,muy cuidado y seguro , recomendado para ir en familia,es fácil tomar el bus metropolitano ,un espectáculo de luces y agua a presión con proyección y sonido envolvente.",positivo
gm_2ce9c58de5e49f8a__accesibilidad,gm_2ce9c58de5e49f8a,Santuario Histórico de Machu Picchu,es,accesibilidad,"Impresionante escenario, es algo que ver antes de morir. Sr pueden almacenar las mochilas por 5 soles. Se recomienda llevar bebestibles y comida porque es muy caro todo en el lugar. 8 soles por una botella pequeña de agua y no hablar de la comida. Tomar el turno de la mañana porque hay mucho turista y mucho calor en la tarde. No es tan terrible la subida caminando. A velocidad normal nos tomó hora y media subir desde Aguas Calientes.","aspecto: accesibilidad reseña: Impresionante escenario, es algo que ver antes de morir. Sr pueden almacenar las mochilas por 5 soles. Se recomienda llevar bebestibles y comida porque es muy caro todo en el lugar. 8 soles por una botella pequeña de agua y no hablar de la comida. Tomar el turno de la mañana porque hay mucho turista y mucho calor en la tarde. No es tan terrible la subida caminando. A velocidad normal nos tomó hora y media subir desde Aguas Calientes.",ausente
gm_1222722d8f401bda__atencion_servicio,gm_1222722d8f401bda,Museo de Sitio Huaca Pucllana,es,atencion_servicio,"English y español (second paragraph). Be careful with this tourist trap, you will need a reservation to go in, however, this is not well explained on the normal internet search. Here is the scheme, a lot of tourists, mostly English speaking come without reservation and there are a couple of ”tourists guides"", taxi drivers in reality impersonating being part of the museum staff, at the entrance letting you know that you will not be able to enter without the reservation. In exchange, they can take to another archeological site for a significant amount of money (varies from 400 to 250 PENS). If you try to make it to the reception window the taxi driver cut you off and let them know that you don't have reservations with the typical wink wink, so they don't do much to help you. At the end, if there are space available or no shows, you might get access to the museum. So, my recommendation is, if you don't have a reservation, do not even bother to show up. Now, the museum inside is ok, you will learn about the pre-inka civilization in the area and their worship to the god of the sea. The your is mandatory, it last just one hour, and is quite entertaining, if you are into this kind of attractions. Cuidado con esta trampa para turistas. TIENE que tener reservación para entrar al museo. Si no tiene reservación vas a encontrar a un par de buitres con carnet de taxistas haciéndose pasar por guías turísticos y empleados del museo (que no son) para llevarte a otros sitios arqueológicos a 30 minutos en carro por una suma considerable suma (250 a 400 soles). Los taxistas se comunican con los empleados del museo para dejarlos saber que no tienes reserva con el típico guiño de ojo para que no traten de ayudarte mucho para clavarte con el tour del taxista. Al final, so hay cupo y presentas presión, en el museo te venden los tickets, pero eso es ya cosa de suerte. Asi, que si no tienes reservación, ni trates de llegar al museo, a menos que te quieras correr la suerte. Ahora, ya dentro del museo, el tour es mandatario, y esta muy entretenido. Sólo dura una hora.","aspecto: atencion_servicio reseña: English y español (second paragraph). Be careful with this tourist trap, you will need a reservation to go in, however, this is not well explained on the normal internet search. Here is the scheme, a lot of tourists, mostly English speaking come without reservation and there are a couple of ”tourists guides"", taxi drivers in reality impersonating being part of the museum staff, at the entrance letting you know that you will not be able to enter without the reservation. In exchange, they can take to another archeological site for a significant amount of money (varies from 400 to 250 PENS). If you try to make it to the reception window the taxi driver cut you off and let them know that you don't have reservations with the typical wink wink, so they don't do much to help you. At the end, if there are space available or no shows, you might get access to the museum. So, my recommendation is, if you don't have a reservation, do not even bother to show up. Now, the museum inside is ok, you will learn about the pre-inka civilization in the area and their worship to the god of the sea. The your is mandatory, it last just one hour, and is quite entertaining, if you are into this kind of attractions. Cuidado con esta trampa para turistas. TIENE que tener reservación para entrar al museo. Si no tiene reservación vas a encontrar a un par de buitres con carnet de taxistas haciéndose pasar por guías turísticos y empleados del museo (que no son) para llevarte a otros sitios arqueológicos a 30 minutos en carro por una suma considerable suma (250 a 400 soles). Los taxistas se comunican con los empleados del museo para dejarlos saber que no tienes reserva con el típico guiño de ojo para que no traten de ayudarte mucho para clavarte con el tour del taxista. Al final, so hay cupo y presentas presión, en el museo te venden los tickets, pero eso es ya cosa de suerte. Asi, que si no tienes reservación, ni trates de llegar al museo, a menos que te quieras correr la suerte. Ahora, ya dentro del museo, el tour es mandatario, y esta muy entretenido. Sólo dura una hora.",neutro
gm_708f75658516f49a__accesibilidad,gm_708f75658516f49a,Museo Tumbas Reales del Señor de Sipán,es,accesibilidad,"Un lugar maravilloso, único, y muy mágico. Te transporta a una época milenaria. Es un museo que tiene muchas comodidades, de los mejores de Perú por bastante. Accesible para todos, por favor no tomen fotos, cuiden y valoren el patrimonio y el arduo trabajo que realiza todo el equipo del museo. Otra recomendación más: NO DEJEN BASURA. Es de muy mal gusto ir y encontrar basura en los exteriores. Dentro del museo pueden comprar souvenirs pero son un poco más caros que afuera.","aspecto: accesibilidad reseña: Un lugar maravilloso, único, y muy mágico. Te transporta a una época milenaria. Es un museo que tiene muchas comodidades, de los mejores de Perú por bastante. Accesible para todos, por favor no tomen fotos, cuiden y valoren el patrimonio y el arduo trabajo que realiza todo el equipo del museo. Otra recomendación más: NO DEJEN BASURA. Es de muy mal gusto ir y encontrar basura en los exteriores. Dentro del museo pueden comprar souvenirs pero son un poco más caros que afuera.",neutro
gm_5b0bf528ff10d690__seguridad,gm_5b0bf528ff10d690,Centro Histórico de Lima,en,seguridad,Really great historical plaza. Many different areas to explore and learn. Area can be dangerous at night so only visit during the day. If you can make it for the changing of the guard at the palace try to do so! Its lots of fun. There are also plenty of nearby markets and areas to see a view of the city.,aspecto: seguridad reseña: Really great historical plaza. Many different areas to explore and learn. Area can be dangerous at night so only visit during the day. If you can make it for the changing of the guard at the palace try to do so! Its lots of fun. There are also plenty of nearby markets and areas to see a view of the city.,negativo
gm_f1833f6629a75130__seguridad,gm_f1833f6629a75130,Museo de Sitio Huaca Pucllana,es,seguridad,"El ambiente está muy bonito, lxs guías responden a tus dudas. Hay cuidado de las inmediaciones, el sitio es tranquilo, con vigilancia. Facilidad de acceder a movilidad","aspecto: seguridad reseña: El ambiente está muy bonito, lxs guías responden a tus dudas. Hay cuidado de las inmediaciones, el sitio es tranquilo, con vigilancia. Facilidad de acceder a movilidad",positivo
gm_b5be103fd88029f0__accesibilidad,gm_b5be103fd88029f0,Monasterio de Santa Catalina,es,accesibilidad,"Fui a almorzar el sabado 4 y no quiero dejar de comentar que mi experiencia no fue la más grata, demoraron 40 minutos en traernos unos panes y 50 minutos en traer la entrada. A pesar que la comida estuvo buena los tiempos de espera no lo justifican en lo absoluto.","aspecto: accesibilidad reseña: Fui a almorzar el sabado 4 y no quiero dejar de comentar que mi experiencia no fue la más grata, demoraron 40 minutos en traernos unos panes y 50 minutos en traer la entrada. A pesar que la comida estuvo buena los tiempos de espera no lo justifican en lo absoluto.",ausente
gm_237a02897c774a62__limpieza,gm_237a02897c774a62,Monasterio de Santa Catalina,es,limpieza,"Un dato que cale 100% la pena: Recomiendo NO tomar el tour guiado para recorrer y fotografiar con más calma. Vale la pena hacerlo por tu cuenta descargando la aplicación y haciendo el recorrido con la app. Además por ser extranjero te cobran extra por el tour guiado (Una discriminación que no comparto) Así que si quieres disfrutar realmente el lugar, hacer tus reel para tus redes sociales y tomar fotografías con toda calma, hazlo por tu cuenta, es sencillo y encuentras información en cada lugar. Por lo demás, el lugar está muy bien cuidado, limpio y lleno de historia.","aspecto: limpieza reseña: Un dato que cale 100% la pena: Recomiendo NO tomar el tour guiado para recorrer y fotografiar con más calma. Vale la pena hacerlo por tu cuenta descargando la aplicación y haciendo el recorrido con la app. Además por ser extranjero te cobran extra por el tour guiado (Una discriminación que no comparto) Así que si quieres disfrutar realmente el lugar, hacer tus reel para tus redes sociales y tomar fotografías con toda calma, hazlo por tu cuenta, es sencillo y encuentras información en cada lugar. Por lo demás, el lugar está muy bien cuidado, limpio y lleno de historia.",positivo
