review_uid,aspecto,destination,text_clean,label,input_modelo
gm_09744a0fcaa138f0,atractivos,Catarata de Ahuashiyacu,"Es un lugar maravilloso, divino, con el agua muy cristalina y con un baño sales renovada. Enamorada de las Cataratas de Ahushiyaco. Regresaré 😍",positivo,"aspecto: atractivos reseña: Es un lugar maravilloso, divino, con el agua muy cristalina y con un baño sales renovada. Enamorada de las Cataratas de Ahushiyaco. Regresaré 😍"
gm_46f00f18e4d84334,atractivos,Catarata de Ahuashiyacu,"Bonito lugar con la naturaleza, llevar repelente hartos Mozquitos, de preferencia llamar por que dicen que hay días que hay lluvias fuertes y la catarata esta no accesible y no puedes ingresar por seguridad y cierran todo el dia",positivo,"aspecto: atractivos reseña: Bonito lugar con la naturaleza, llevar repelente hartos Mozquitos, de preferencia llamar por que dicen que hay días que hay lluvias fuertes y la catarata esta no accesible y no puedes ingresar por seguridad y cierran todo el dia"
gm_87be0c5d0f976006,atractivos,Catarata de Ahuashiyacu,"El lugar es mágico, la naturaleza esta increíblemente cuidada en la zona y las fotos salen espectaculares",positivo,"aspecto: atractivos reseña: El lugar es mágico, la naturaleza esta increíblemente cuidada en la zona y las fotos salen espectaculares"
gm_e7c07c51580ef2a2,atractivos,Catarata de Ahuashiyacu,"Hermosa catarata, una pequeña subida con escalones de piedra, poca dificultad. Vale la pena, sus aguas frias pero excelente para refrescarse del calor.",positivo,"aspecto: atractivos reseña: Hermosa catarata, una pequeña subida con escalones de piedra, poca dificultad. Vale la pena, sus aguas frias pero excelente para refrescarse del calor."
gm_f092ec3b5a884da4,atractivos,Circuito Mágico del Agua,It is a very nice park with great landscaping and plenty of things to do. I am lowering my review due to the terrible public restrooms in the park.,positivo,aspecto: atractivos reseña: It is a very nice park with great landscaping and plenty of things to do. I am lowering my review due to the terrible public restrooms in the park.
gm_40065192a246eff4,atractivos,Circuito Mágico del Agua,"Worth the 4 soles it takes to get in, but definitely more fun if you're not alone. There's a show at the largest fountain at 7:15 pm with lasers and projectors. Looks like a good place for a picnic too, wish I could've done that.",neutro,"aspecto: atractivos reseña: Worth the 4 soles it takes to get in, but definitely more fun if you're not alone. There's a show at the largest fountain at 7:15 pm with lasers and projectors. Looks like a good place for a picnic too, wish I could've done that."
gm_c2d38840997a04af,atractivos,Circuito Mágico del Agua,"Amazing!! 13 fountains, different styles and theme. The park was easy to navigate and not overly crowded. Our tour guide explained everything in both English and Spanish.",positivo,"aspecto: atractivos reseña: Amazing!! 13 fountains, different styles and theme. The park was easy to navigate and not overly crowded. Our tour guide explained everything in both English and Spanish."
gm_1691a487426cca40,atractivos,Circuito Mágico del Agua,"It's a wonderful place to visit at night and Lima, there are a lot of water fountain.",positivo,"aspecto: atractivos reseña: It's a wonderful place to visit at night and Lima, there are a lot of water fountain."
gm_10eeea8d20ebabc6,atractivos,Circuito Mágico del Agua,We went for the show and it was pretty good. It's not a typical show like at Bellagio in LV. This is mainly a movie projected onto a screen of mist. But it was done well. And it sounded amazing.,positivo,aspecto: atractivos reseña: We went for the show and it was pretty good. It's not a typical show like at Bellagio in LV. This is mainly a movie projected onto a screen of mist. But it was done well. And it sounded amazing.
gm_22a74b755fa137b7,atractivos,Circuito Mágico del Agua,The pearl of Lima at night. Worth more than 4 soles. It's sad that the staff didn't help arrange those who want to take a nice photo so that you can see people push each other in order to take a good position. Shame.,positivo,aspecto: atractivos reseña: The pearl of Lima at night. Worth more than 4 soles. It's sad that the staff didn't help arrange those who want to take a nice photo so that you can see people push each other in order to take a good position. Shame.
gm_98d61bf10a75fc94,atractivos,Circuito Mágico del Agua,"Pretty damn amazing, honestly. I don't typically link like tourist attractions and stuff but this was REALLY COOL",positivo,"aspecto: atractivos reseña: Pretty damn amazing, honestly. I don't typically link like tourist attractions and stuff but this was REALLY COOL"
gm_59c7c57f9a2adcf5,atractivos,Circuito Mágico del Agua,"Wonderful water park. The fountains and attractions are beautiful. You definitely need to visit it at night. It's a bit smaller than it looks. So be careful and don't miss the 2nd area. A warning, it has parking inside and is big enough for everyone. However, before to arrive, in Petit Thouars avenue there are people who want to deviate you to park far away from the park (Washington park) and charge you for it. Don't follow them. They wear reflective vests and kinda look official but they aren't. Park your car inside the complex.",positivo,"aspecto: atractivos reseña: Wonderful water park. The fountains and attractions are beautiful. You definitely need to visit it at night. It's a bit smaller than it looks. So be careful and don't miss the 2nd area. A warning, it has parking inside and is big enough for everyone. However, before to arrive, in Petit Thouars avenue there are people who want to deviate you to park far away from the park (Washington park) and charge you for it. Don't follow them. They wear reflective vests and kinda look official but they aren't. Park your car inside the complex."
gm_4d99d01b1759e26f,atractivos,Circuito Mágico del Agua,A wonderful family oriented nighttime excursion in downtown Lima. Cost all of $1.25. They actually put a lot of effort into the show with wonderful fountains lights telling the history of the country of Peru. Worth an evening stroll.,positivo,aspecto: atractivos reseña: A wonderful family oriented nighttime excursion in downtown Lima. Cost all of $1.25. They actually put a lot of effort into the show with wonderful fountains lights telling the history of the country of Peru. Worth an evening stroll.
gm_428d84e79fab0768,atractivos,Circuito Mágico del Agua,"Awesome light show in the evening! Entrance cost is 4 soles, it was not so crowded. Light show starts at 7.15pm, lasts for 15 minutes",neutro,"aspecto: atractivos reseña: Awesome light show in the evening! Entrance cost is 4 soles, it was not so crowded. Light show starts at 7.15pm, lasts for 15 minutes"
gm_189d6d98ed9f6079,atractivos,Circuito Mágico del Agua,Nice walking place for dollar and half. U should go by 7pm when light show is running. They also have slash water for kids during summer months. U should respect grass on don't sit on unassigned areas,neutro,aspecto: atractivos reseña: Nice walking place for dollar and half. U should go by 7pm when light show is running. They also have slash water for kids during summer months. U should respect grass on don't sit on unassigned areas
gm_008d2c037442e6f1,atractivos,Circuito Mágico del Agua,Canadian tourist visiting Lima with my daughter. I found this experience very enjoyable and recommend it to everyone. The only downside is the excessive number of vendors immediately outside the site (especially those offering private transportation/taxi services). A real ambush! 🤯,positivo,aspecto: atractivos reseña: Canadian tourist visiting Lima with my daughter. I found this experience very enjoyable and recommend it to everyone. The only downside is the excessive number of vendors immediately outside the site (especially those offering private transportation/taxi services). A real ambush! 🤯
gm_fa0ec4d0926a428a,atractivos,Circuito Mágico del Agua,"Very beautiful park, especially by night, when light effects and music are used with the fountains to create a special atmosphere. The entrance is S/.4 per person.",positivo,"aspecto: atractivos reseña: Very beautiful park, especially by night, when light effects and music are used with the fountains to create a special atmosphere. The entrance is S/.4 per person."
gm_fe12a82e5a32be71,atractivos,Circuito Mágico del Agua,"My very favorite place 😍 it's a must go, must see, must experience place while in Lima.",positivo,"aspecto: atractivos reseña: My very favorite place 😍 it's a must go, must see, must experience place while in Lima."
gm_1539b4f824f00566,atractivos,Circuito Mágico del Agua,Surprise package of the city. Amazing fountains. Great to go with family and kids. Take shorts and prepare to get wet. Fantastic !!,positivo,aspecto: atractivos reseña: Surprise package of the city. Amazing fountains. Great to go with family and kids. Take shorts and prepare to get wet. Fantastic !!
gm_29eb5b038cda0e8c,atractivos,Circuito Mágico del Agua,"Awesome place, a variety of fountains with light shows and some interaction. Well worth the 4 soles entry fee.",positivo,"aspecto: atractivos reseña: Awesome place, a variety of fountains with light shows and some interaction. Well worth the 4 soles entry fee."
gm_ebc13e085699be5d,atractivos,Circuito Mágico del Agua,"When I first entered, I was underwhelmed. But after walking around for a while and seeing the different fountains, I realised that there was actually more there than I first anticipated. The main fountains varied their patterns over time, keeping interest alive. They varied from strong jets of water to spray effects and the lighting added further interest. The main Magic Fountain has incredibly powerful jets that shoot water up very high at times and the patterns vary over time well. There is also a fun tunnel made from water that people can walk through, but watch out for idiots that like to disrupt the water jets by putting their hands on the way in order to try to wet other visitors. But the main attraction is the 120 metre Fantasy Fountain, which has a display every 45 minutes or so. During this time, the fountains create a spray onto which projectors display an interesting film about the history of the country. This is mixed with music, lighting and other water jets to very good effect. It only cost 4 Soles to enter and they accept credit cards also. As you might expect, there are also food and drink vendors and toilets inside. There is also a fountain that people can go inside and play in (and get soaking wet).",neutro,"aspecto: atractivos reseña: When I first entered, I was underwhelmed. But after walking around for a while and seeing the different fountains, I realised that there was actually more there than I first anticipated. The main fountains varied their patterns over time, keeping interest alive. They varied from strong jets of water to spray effects and the lighting added further interest. The main Magic Fountain has incredibly powerful jets that shoot water up very high at times and the patterns vary over time well. There is also a fun tunnel made from water that people can walk through, but watch out for idiots that like to disrupt the water jets by putting their hands on the way in order to try to wet other visitors. But the main attraction is the 120 metre Fantasy Fountain, which has a display every 45 minutes or so. During this time, the fountains create a spray onto which projectors display an interesting film about the history of the country. This is mixed with music, lighting and other water jets to very good effect. It only cost 4 Soles to enter and they accept credit cards also. As you might expect, there are also food and drink vendors and toilets inside. There is also a fountain that people can go inside and play in (and get soaking wet)."
gm_fde3d2a818899806,atractivos,Circuito Mágico del Agua,"The water fountains in this park are a great attraction. Pictures near the water are fantastic, both during the day and at night when the light show starts.",positivo,"aspecto: atractivos reseña: The water fountains in this park are a great attraction. Pictures near the water are fantastic, both during the day and at night when the light show starts."
gm_3713bc6f64cb37a7,atractivos,Circuito Mágico del Agua,"Visited it a on a weekday, and it was extremely crowded, too much to enjoy. The light show was nice - but it was the only thing worth seeing. The rides are expensive, and vibe is far from peaceful, with all the noise and chaos.",positivo,"aspecto: atractivos reseña: Visited it a on a weekday, and it was extremely crowded, too much to enjoy. The light show was nice - but it was the only thing worth seeing. The rides are expensive, and vibe is far from peaceful, with all the noise and chaos."
gm_667011c5d342bcc7,atractivos,Circuito Mágico del Agua,"Lively Nice park, nice light show and good stalls are available for some snacks and light eats.",positivo,"aspecto: atractivos reseña: Lively Nice park, nice light show and good stalls are available for some snacks and light eats."
gm_4629326212bba422,atractivos,Circuito Mágico del Agua,"Biggest fountain park in the world. Most of them are pretty boring, but the lights make them simply amazing (so come here after dark). The highlight is the multimedia show. Simply stunning.",positivo,"aspecto: atractivos reseña: Biggest fountain park in the world. Most of them are pretty boring, but the lights make them simply amazing (so come here after dark). The highlight is the multimedia show. Simply stunning."
gm_292937bb7e557279,atractivos,Circuito Mágico del Agua,Great experience at night...something different and so many fountains and colors...great value and so cheap to enter @$2...well worth it...,positivo,aspecto: atractivos reseña: Great experience at night...something different and so many fountains and colors...great value and so cheap to enter @$2...well worth it...
gm_b753a928c1a19e5d,atractivos,Circuito Mágico del Agua,"Probably more impressive after dark, when the fountains are lit. Still, it is a quiet enclave from the bustle of Lima.",neutro,"aspecto: atractivos reseña: Probably more impressive after dark, when the fountains are lit. Still, it is a quiet enclave from the bustle of Lima."
gm_6cea124cbb63e0f6,atractivos,Circuito Mágico del Agua,"Saw so many dance water fountains but this offers different shows with laser projecting movies on the moving water fountains. Our whole family enjoy the 20mins show. 4 solas to get in. But make sure to get there a bit early to get a good spot. It’s also next to the soccer stadium, hard to get taxi at the game night",positivo,"aspecto: atractivos reseña: Saw so many dance water fountains but this offers different shows with laser projecting movies on the moving water fountains. Our whole family enjoy the 20mins show. 4 solas to get in. But make sure to get there a bit early to get a good spot. It’s also next to the soccer stadium, hard to get taxi at the game night"
gm_6ec925d83c945402,atractivos,Ciudadela de Kuélap,"Actualmente por los temas de conservación hay una recorrido externo. Aún así se puede observar la maravillosa arquitectura. La entrada es libre cada primer domingo de cada mes ✨. El teleférico ayuda a llegar rápido, sin embargo muchas veces se va la corriente eléctrica como me sucedió, pero la empresa te ayuda a trasladarte con movilidad terrestre.",positivo,"aspecto: atractivos reseña: Actualmente por los temas de conservación hay una recorrido externo. Aún así se puede observar la maravillosa arquitectura. La entrada es libre cada primer domingo de cada mes ✨. El teleférico ayuda a llegar rápido, sin embargo muchas veces se va la corriente eléctrica como me sucedió, pero la empresa te ayuda a trasladarte con movilidad terrestre."
gm_ddbd2e32d6fa91e2,atractivos,Ciudadela de Kuélap,"Conocer la Ciudadela de Kuelap no tiene pierde, para pasar una buena experiencia será importante contar con un buen guía turístico en nuestro caso fue (Sr. Manuel Abanto) nos tocó un día lluvioso y menos mal en la ciudad de Tingo ofrecen los ponchos a solo 5 soles, para llegar hasta la ciudadela la caminata es leve y accesible con espacios para descansar.",positivo,"aspecto: atractivos reseña: Conocer la Ciudadela de Kuelap no tiene pierde, para pasar una buena experiencia será importante contar con un buen guía turístico en nuestro caso fue (Sr. Manuel Abanto) nos tocó un día lluvioso y menos mal en la ciudad de Tingo ofrecen los ponchos a solo 5 soles, para llegar hasta la ciudadela la caminata es leve y accesible con espacios para descansar."
gm_c053f96155e8dc7e,atractivos,Ciudadela de Kuélap,Linda experiencia sino fuera x ser día sábado que x motivos de arreglo de las pistas no funciona hasta la 1 pm..nadie nos lo hizo saber tuvimos que subir una pendiente muy empinada para llegar a la zona 3 y poder ingresar...y solo bajamos x teleférico y no hicimos los 2 viajes...no me parece,positivo,aspecto: atractivos reseña: Linda experiencia sino fuera x ser día sábado que x motivos de arreglo de las pistas no funciona hasta la 1 pm..nadie nos lo hizo saber tuvimos que subir una pendiente muy empinada para llegar a la zona 3 y poder ingresar...y solo bajamos x teleférico y no hicimos los 2 viajes...no me parece
gm_94d2603a724dc9ae,atractivos,Ciudadela de Kuélap,Una aventura llena de historia y asombro por tal magnífica edificación en la época de Piedra.,negativo,aspecto: atractivos reseña: Una aventura llena de historia y asombro por tal magnífica edificación en la época de Piedra.
gm_e71a2b5f299dcedf,atractivos,Ciudadela de Kuélap,During one hour of walking inside the “fortaleza” were three guides. Just said please continue but do not explain anything . They preferred to stay sit down and not do the job or guides. Very bad for an attraction like this,negativo,aspecto: atractivos reseña: During one hour of walking inside the “fortaleza” were three guides. Just said please continue but do not explain anything . They preferred to stay sit down and not do the job or guides. Very bad for an attraction like this
gm_cf5c6ede47c27c04,atractivos,Ciudadela de Kuélap,"Impresionante, deben ir preparados físicamente porque para llegar hay que ascender aproximadamente 600 metros y para entrar hay una escalera empinada, pero vale la pena el esfuerzo.",positivo,"aspecto: atractivos reseña: Impresionante, deben ir preparados físicamente porque para llegar hay que ascender aproximadamente 600 metros y para entrar hay una escalera empinada, pero vale la pena el esfuerzo."
gm_259c6427981264f7,atractivos,Ciudadela de Kuélap,"Se puede llegar en teleferico o en carro demoran 20 min y 1:30 horas aprox respectivamen, hace bastante frío, se puede subir a caballo o a pie que es una caminata de 25 min aprox tiene lugarea donde descansar, en la parte donde se contrata el caballo se puede comer algo hay de diversos precios y gustos, al llegar a la fortaleza se puede contratar un guia que seria lo recomendable por lo general se forma un grupo grande para que el precio por persona sea mas accesible nos cobraron unos 60 soles el servicio de guia a todo el grupo, recomiendo ir a primer turno porque no hay muchas personas y se tiene más libertad de sacar fotos, cosa a resaltar se debe respetar el sendero y que te pueden sacar de la fortaleza por un incumplimiento de normas (le pasó a una pareja que venia detras nuestro). En general una vista increible llena de historia y cultura.",positivo,"aspecto: atractivos reseña: Se puede llegar en teleferico o en carro demoran 20 min y 1:30 horas aprox respectivamen, hace bastante frío, se puede subir a caballo o a pie que es una caminata de 25 min aprox tiene lugarea donde descansar, en la parte donde se contrata el caballo se puede comer algo hay de diversos precios y gustos, al llegar a la fortaleza se puede contratar un guia que seria lo recomendable por lo general se forma un grupo grande para que el precio por persona sea mas accesible nos cobraron unos 60 soles el servicio de guia a todo el grupo, recomiendo ir a primer turno porque no hay muchas personas y se tiene más libertad de sacar fotos, cosa a resaltar se debe respetar el sendero y que te pueden sacar de la fortaleza por un incumplimiento de normas (le pasó a una pareja que venia detras nuestro). En general una vista increible llena de historia y cultura."
gm_53fd06fab019d235,atractivos,Ciudadela de Kuélap,"Es un paseo de 2 horas aprox, primero debes tomar el funicular para llegar a donde venden los tickets y de ahí caminar 1 km hasta la Ciudadela. El camino está señalizado pero si deseas conocer algo más sobre los chachapoyas y sus costumbres puedes ir con un guía. La ruta para subir no es muy exigente pero si eres sedentario puede que te cueste un poco. Realmente vale la pena visitar Kuelap.",positivo,"aspecto: atractivos reseña: Es un paseo de 2 horas aprox, primero debes tomar el funicular para llegar a donde venden los tickets y de ahí caminar 1 km hasta la Ciudadela. El camino está señalizado pero si deseas conocer algo más sobre los chachapoyas y sus costumbres puedes ir con un guía. La ruta para subir no es muy exigente pero si eres sedentario puede que te cueste un poco. Realmente vale la pena visitar Kuelap."
gm_59bac526257903ae,atractivos,Ciudadela de Kuélap,"What a beauty! Quiet and clean to wander around this magnificent city. The staff were very helpful, they even shared some coca leaves as we felt a bit dizzy up there 🥰 Support tourism around Chachapoyas, they need it and it is a place so rich in heritage! 👣If you have the time San Juan de Sonche has some amazing ruins (Restos Arqueológicos de CAMBOLÍN) and some pictographs (Pinturas Rupestres QUILLQUIKAKA). They also have some caves with old human remains and a beautiful waterfall, shame they don't get enough visitors. If you feel adventurous check my Google reviews for those 2 places on how to get there.",positivo,"aspecto: atractivos reseña: What a beauty! Quiet and clean to wander around this magnificent city. The staff were very helpful, they even shared some coca leaves as we felt a bit dizzy up there 🥰 Support tourism around Chachapoyas, they need it and it is a place so rich in heritage! 👣If you have the time San Juan de Sonche has some amazing ruins (Restos Arqueológicos de CAMBOLÍN) and some pictographs (Pinturas Rupestres QUILLQUIKAKA). They also have some caves with old human remains and a beautiful waterfall, shame they don't get enough visitors. If you feel adventurous check my Google reviews for those 2 places on how to get there."
gm_aaaa785e382302cd,atractivos,Ciudadela de Kuélap,"Don’t bother. The site is closed and you can’t even walk along the base of the wall. You pretty much can get to a fence near where the entrance would have been. It sounds like it will be literally years at best before the site reopens. None of the guides or tour operators or people running the site want to admit that their ‘premiere site’ for northern Peru is closed to tourism for possibly a decade. I would vaguely guess they will need to build a roof over the entire structure at some point to keep stormwater from destabilizing the wall any further. Unless the want to tear sections of the wall down, put a drainage system behind the wall, and rebuild it with a modern support / drainage system behind the walls. Anyways this section of the country is fantastic, and you should totally visit it. But don’t pretend you are going to be able to walk around the top of Kuelap anytime this decade.",negativo,"aspecto: atractivos reseña: Don’t bother. The site is closed and you can’t even walk along the base of the wall. You pretty much can get to a fence near where the entrance would have been. It sounds like it will be literally years at best before the site reopens. None of the guides or tour operators or people running the site want to admit that their ‘premiere site’ for northern Peru is closed to tourism for possibly a decade. I would vaguely guess they will need to build a roof over the entire structure at some point to keep stormwater from destabilizing the wall any further. Unless the want to tear sections of the wall down, put a drainage system behind the wall, and rebuild it with a modern support / drainage system behind the walls. Anyways this section of the country is fantastic, and you should totally visit it. But don’t pretend you are going to be able to walk around the top of Kuelap anytime this decade."
gm_dfe4148aa68b005b,atractivos,Ciudadela de Kuélap,"Una hermosa experiencia, les recomiendo que vayan con servicio de guía puesto que es muy importante conocer la historia de este centro arqueológico, los teleféricos son asombroso y la gente de la zona es muy gentil, recomendadazo!!!",positivo,"aspecto: atractivos reseña: Una hermosa experiencia, les recomiendo que vayan con servicio de guía puesto que es muy importante conocer la historia de este centro arqueológico, los teleféricos son asombroso y la gente de la zona es muy gentil, recomendadazo!!!"
gm_067ac11895345a97,atractivos,Ciudadela de Kuélap,This place is a special place. Completely overrated. A must if you're in the area.,negativo,aspecto: atractivos reseña: This place is a special place. Completely overrated. A must if you're in the area.
gm_4faa9b05eed20b41,atractivos,Ciudadela de Kuélap,Un lugar hermoso con una vista muy extraordinaria muy bello para pasar en familia y muy impresionante con una historia de nuestros antepasados .,positivo,aspecto: atractivos reseña: Un lugar hermoso con una vista muy extraordinaria muy bello para pasar en familia y muy impresionante con una historia de nuestros antepasados .
gm_68b208fcd2febb68,atractivos,Ciudadela de Kuélap,"La ciudad sagrada me encanta, disfruté del lugar y de una muy grata compañía!!",positivo,"aspecto: atractivos reseña: La ciudad sagrada me encanta, disfruté del lugar y de una muy grata compañía!!"
