review_uid,aspecto,destination,text_clean,label,input_modelo
gm_b30d76f7789873bc,atractivos,Catarata de Ahuashiyacu,"Maravilloso. Recomiendo llevar protector para celular contra agua, si es que se van a tomar fotos",positivo,"aspecto: atractivos reseña: Maravilloso. Recomiendo llevar protector para celular contra agua, si es que se van a tomar fotos"
gm_ae9d7ba607844b85,atractivos,Catarata de Ahuashiyacu,"Un lugar increíble que tienen que conocer sin dudar, una caída de agua espectacular, no es tan ondo, la temperatura del agua esta en su punto ni tan fría ni tan caliente, perfecto para ir en familia, están dejando entrar a niños la entrada cuesta 10 soles y tiene duración de 1 hora en el lugar. En el mismo lugar puedes entrar a conocer la catarata golondrina o llegamos allá pero ahí dentro del lugar estar también.",positivo,"aspecto: atractivos reseña: Un lugar increíble que tienen que conocer sin dudar, una caída de agua espectacular, no es tan ondo, la temperatura del agua esta en su punto ni tan fría ni tan caliente, perfecto para ir en familia, están dejando entrar a niños la entrada cuesta 10 soles y tiene duración de 1 hora en el lugar. En el mismo lugar puedes entrar a conocer la catarata golondrina o llegamos allá pero ahí dentro del lugar estar también."
gm_9a4a7b3ae76b5fe5,atractivos,Catarata de Ahuashiyacu,"Muy bonito lugar, cerca a Tarapoto. Se puede bañar en la poza de la catarata.",positivo,"aspecto: atractivos reseña: Muy bonito lugar, cerca a Tarapoto. Se puede bañar en la poza de la catarata."
gm_ec39fd15d7716947,atractivos,Catarata de Ahuashiyacu,"Bonito lugar, de preferencia lleven repelente por la cantidad de mosquitos y zancudos que hay.",positivo,"aspecto: atractivos reseña: Bonito lugar, de preferencia lleven repelente por la cantidad de mosquitos y zancudos que hay."
gm_eeee1366859b48e4,atractivos,Catarata de Ahuashiyacu,Muy bonito sus paisajes y la catarata excelente para conocer y disfrutar de lo nuestro esto es en Tarapoto Perú,positivo,aspecto: atractivos reseña: Muy bonito sus paisajes y la catarata excelente para conocer y disfrutar de lo nuestro esto es en Tarapoto Perú
gm_fbfc6e08407a7cc0,atractivos,Catarata de Ahuashiyacu,"Hermosa catarata, trayecto corto y agua helada. El paseo termina normalmente al mediodía por la lluvia.",positivo,"aspecto: atractivos reseña: Hermosa catarata, trayecto corto y agua helada. El paseo termina normalmente al mediodía por la lluvia."
gm_09744a0fcaa138f0,atractivos,Catarata de Ahuashiyacu,"Es un lugar maravilloso, divino, con el agua muy cristalina y con un baño sales renovada. Enamorada de las Cataratas de Ahushiyaco. Regresaré 😍",positivo,"aspecto: atractivos reseña: Es un lugar maravilloso, divino, con el agua muy cristalina y con un baño sales renovada. Enamorada de las Cataratas de Ahushiyaco. Regresaré 😍"
gm_46f00f18e4d84334,atractivos,Catarata de Ahuashiyacu,"Bonito lugar con la naturaleza, llevar repelente hartos Mozquitos, de preferencia llamar por que dicen que hay días que hay lluvias fuertes y la catarata esta no accesible y no puedes ingresar por seguridad y cierran todo el dia",positivo,"aspecto: atractivos reseña: Bonito lugar con la naturaleza, llevar repelente hartos Mozquitos, de preferencia llamar por que dicen que hay días que hay lluvias fuertes y la catarata esta no accesible y no puedes ingresar por seguridad y cierran todo el dia"
gm_ef432b6edfe37d6c,atractivos,Catarata de Ahuashiyacu,"La atracción es bella, la catarata es linda el paisaje es precioso pero nuevamente la afluencia hace que sea tedioso para entrar tienes que compartir la misma escalera con las personas que están de salida y muchas no son muy amables sin importar que vayas con niños o mayores de edad muchas veces empujan, las escaleras son angostas... Por lo demás nos dieron solo una hora para visitar el sitio lo cual me parece bien es más que suficiente para conocerla y tomarse fotos. La entrada está 10 soles y los niños menores de 5 años no pagan ✌️... Afuera venden comida y puedes esperar tranquila para entrar, adentro también venden comida pero es un poco más caro, aunque si eres ahorrador como yo compras tus botellas de agua en el mercado al por mayor y te dura el tiempo de la visita 😉",positivo,"aspecto: atractivos reseña: La atracción es bella, la catarata es linda el paisaje es precioso pero nuevamente la afluencia hace que sea tedioso para entrar tienes que compartir la misma escalera con las personas que están de salida y muchas no son muy amables sin importar que vayas con niños o mayores de edad muchas veces empujan, las escaleras son angostas... Por lo demás nos dieron solo una hora para visitar el sitio lo cual me parece bien es más que suficiente para conocerla y tomarse fotos. La entrada está 10 soles y los niños menores de 5 años no pagan ✌️... Afuera venden comida y puedes esperar tranquila para entrar, adentro también venden comida pero es un poco más caro, aunque si eres ahorrador como yo compras tus botellas de agua en el mercado al por mayor y te dura el tiempo de la visita 😉"
gm_4c6c28f60dc925bb,atractivos,Catarata de Ahuashiyacu,"Excelente lugar para disfrutar de un día de relax incluida una breve, pero reparadora caminata, que te permite apreciar la bella naturaleza rodeada de vegetación.",positivo,"aspecto: atractivos reseña: Excelente lugar para disfrutar de un día de relax incluida una breve, pero reparadora caminata, que te permite apreciar la bella naturaleza rodeada de vegetación."
gm_08d0143edde09f96,atractivos,Catarata de Ahuashiyacu,"Hermoso lugar en camino a Tarapoto, bonito paisaje m, y se hace una caminata de 15 minutos aprox. subiendo gradas, hay bodegas al inicio y al llegar a la catarata. Se puede nadar en la poza. Muy recomendable",positivo,"aspecto: atractivos reseña: Hermoso lugar en camino a Tarapoto, bonito paisaje m, y se hace una caminata de 15 minutos aprox. subiendo gradas, hay bodegas al inicio y al llegar a la catarata. Se puede nadar en la poza. Muy recomendable"
gm_e172fa286fe852a7,atractivos,Catarata de Ahuashiyacu,"Lindo lugar, pese a que no es temporada de lluvias las cataratas son muy vistosas.",positivo,"aspecto: atractivos reseña: Lindo lugar, pese a que no es temporada de lluvias las cataratas son muy vistosas."
gm_2017fbd7c1989073,atractivos,Circuito Mágico del Agua,"There are many different kinds of water fountains. Very enjoyable for children: Papa Noel's House, you can get pictures with many cartoon heroes, on the other side there is a GEEK festival. There is a toilet inside the park, which costs 50 centavos, half of sole, local currency. I find very enjoyable water and music fountain. I saw images on the water from history of Peru and its famous people.",positivo,"aspecto: atractivos reseña: There are many different kinds of water fountains. Very enjoyable for children: Papa Noel's House, you can get pictures with many cartoon heroes, on the other side there is a GEEK festival. There is a toilet inside the park, which costs 50 centavos, half of sole, local currency. I find very enjoyable water and music fountain. I saw images on the water from history of Peru and its famous people."
gm_ad38406c1f28f6ba,atractivos,Circuito Mágico del Agua,"Loved it here,I would tell any body visiting lima to go an watch the water history. Cause that's what it really is. It's a stroy telling water work an they have rides in the park For kids an adult. I enjoyed my self here",positivo,"aspecto: atractivos reseña: Loved it here,I would tell any body visiting lima to go an watch the water history. Cause that's what it really is. It's a stroy telling water work an they have rides in the park For kids an adult. I enjoyed my self here"
gm_f092ec3b5a884da4,atractivos,Circuito Mágico del Agua,It is a very nice park with great landscaping and plenty of things to do. I am lowering my review due to the terrible public restrooms in the park.,positivo,aspecto: atractivos reseña: It is a very nice park with great landscaping and plenty of things to do. I am lowering my review due to the terrible public restrooms in the park.
gm_40065192a246eff4,atractivos,Circuito Mágico del Agua,"Worth the 4 soles it takes to get in, but definitely more fun if you're not alone. There's a show at the largest fountain at 7:15 pm with lasers and projectors. Looks like a good place for a picnic too, wish I could've done that.",neutro,"aspecto: atractivos reseña: Worth the 4 soles it takes to get in, but definitely more fun if you're not alone. There's a show at the largest fountain at 7:15 pm with lasers and projectors. Looks like a good place for a picnic too, wish I could've done that."
gm_716ea0a1285ba3e4,atractivos,Circuito Mágico del Agua,"Fun fountains to view. The show is nice as well. Limited food options inside, though greater selection just outside the main entrance. For 4 soles, it's worth a few hours.",positivo,"aspecto: atractivos reseña: Fun fountains to view. The show is nice as well. Limited food options inside, though greater selection just outside the main entrance. For 4 soles, it's worth a few hours."
gm_03b0436ffab2c4ee,atractivos,Circuito Mágico del Agua,For S/4 it was a fun activity for groups. Park was clean and meticulously maintained. The light show is scheduled so take note of that. Entry is at Puerta 3 or gate 3. My kids enjoyed the water tunnel the most.,positivo,aspecto: atractivos reseña: For S/4 it was a fun activity for groups. Park was clean and meticulously maintained. The light show is scheduled so take note of that. Entry is at Puerta 3 or gate 3. My kids enjoyed the water tunnel the most.
gm_c2d38840997a04af,atractivos,Circuito Mágico del Agua,"Amazing!! 13 fountains, different styles and theme. The park was easy to navigate and not overly crowded. Our tour guide explained everything in both English and Spanish.",positivo,"aspecto: atractivos reseña: Amazing!! 13 fountains, different styles and theme. The park was easy to navigate and not overly crowded. Our tour guide explained everything in both English and Spanish."
gm_1691a487426cca40,atractivos,Circuito Mágico del Agua,"It's a wonderful place to visit at night and Lima, there are a lot of water fountain.",positivo,"aspecto: atractivos reseña: It's a wonderful place to visit at night and Lima, there are a lot of water fountain."
gm_8c92dc8dcbaa0270,atractivos,Circuito Mágico del Agua,"I did not know what to expect when coming here, but it was a pleasant surprise. The 10+ fountains are just amazing to watch and sync with music perfectly. It seems to be a cross between the Bellagio in Las Vegas and the Disneyland electric parade show. The fountains are a great soothing experience to get you out of the hustle and bustle of the busy city of Lima. A great romantic night and rides for kids too.",positivo,"aspecto: atractivos reseña: I did not know what to expect when coming here, but it was a pleasant surprise. The 10+ fountains are just amazing to watch and sync with music perfectly. It seems to be a cross between the Bellagio in Las Vegas and the Disneyland electric parade show. The fountains are a great soothing experience to get you out of the hustle and bustle of the busy city of Lima. A great romantic night and rides for kids too."
gm_10eeea8d20ebabc6,atractivos,Circuito Mágico del Agua,We went for the show and it was pretty good. It's not a typical show like at Bellagio in LV. This is mainly a movie projected onto a screen of mist. But it was done well. And it sounded amazing.,positivo,aspecto: atractivos reseña: We went for the show and it was pretty good. It's not a typical show like at Bellagio in LV. This is mainly a movie projected onto a screen of mist. But it was done well. And it sounded amazing.
gm_22a74b755fa137b7,atractivos,Circuito Mágico del Agua,The pearl of Lima at night. Worth more than 4 soles. It's sad that the staff didn't help arrange those who want to take a nice photo so that you can see people push each other in order to take a good position. Shame.,positivo,aspecto: atractivos reseña: The pearl of Lima at night. Worth more than 4 soles. It's sad that the staff didn't help arrange those who want to take a nice photo so that you can see people push each other in order to take a good position. Shame.
gm_faffa2b959ba5037,atractivos,Circuito Mágico del Agua,"I was expecting something dull, but the park is beautiful, amazing collection of fountains. Particularly liked the teapot fountain ( I am British) but the light show was awesome. Put the Las Vegas Bellagio fountains to shame and then some. Ended up being the highlight of a great day! Don't miss it. It's well worth a visit and celebrates Peru's ancient history, flora and fauna...Perfect for a romantic evening or a family trip.Well worth the 4 soles admission!",positivo,"aspecto: atractivos reseña: I was expecting something dull, but the park is beautiful, amazing collection of fountains. Particularly liked the teapot fountain ( I am British) but the light show was awesome. Put the Las Vegas Bellagio fountains to shame and then some. Ended up being the highlight of a great day! Don't miss it. It's well worth a visit and celebrates Peru's ancient history, flora and fauna...Perfect for a romantic evening or a family trip.Well worth the 4 soles admission!"
gm_98d61bf10a75fc94,atractivos,Circuito Mágico del Agua,"Pretty damn amazing, honestly. I don't typically link like tourist attractions and stuff but this was REALLY COOL",positivo,"aspecto: atractivos reseña: Pretty damn amazing, honestly. I don't typically link like tourist attractions and stuff but this was REALLY COOL"
gm_428d84e79fab0768,atractivos,Circuito Mágico del Agua,"Awesome light show in the evening! Entrance cost is 4 soles, it was not so crowded. Light show starts at 7.15pm, lasts for 15 minutes",neutro,"aspecto: atractivos reseña: Awesome light show in the evening! Entrance cost is 4 soles, it was not so crowded. Light show starts at 7.15pm, lasts for 15 minutes"
gm_189d6d98ed9f6079,atractivos,Circuito Mágico del Agua,Nice walking place for dollar and half. U should go by 7pm when light show is running. They also have slash water for kids during summer months. U should respect grass on don't sit on unassigned areas,neutro,aspecto: atractivos reseña: Nice walking place for dollar and half. U should go by 7pm when light show is running. They also have slash water for kids during summer months. U should respect grass on don't sit on unassigned areas
gm_008d2c037442e6f1,atractivos,Circuito Mágico del Agua,Canadian tourist visiting Lima with my daughter. I found this experience very enjoyable and recommend it to everyone. The only downside is the excessive number of vendors immediately outside the site (especially those offering private transportation/taxi services). A real ambush! 🤯,positivo,aspecto: atractivos reseña: Canadian tourist visiting Lima with my daughter. I found this experience very enjoyable and recommend it to everyone. The only downside is the excessive number of vendors immediately outside the site (especially those offering private transportation/taxi services). A real ambush! 🤯
gm_fe12a82e5a32be71,atractivos,Circuito Mágico del Agua,"My very favorite place 😍 it's a must go, must see, must experience place while in Lima.",positivo,"aspecto: atractivos reseña: My very favorite place 😍 it's a must go, must see, must experience place while in Lima."
gm_96eec0d0bb1c807f,atractivos,Circuito Mágico del Agua,"An amazing park, definitely make it a point to stay for the special water show, it is absolutely beautiful and breathtaking! Get there early to get seats to the show, otherwise you'll have to sit on the grass. Regardless of where you sit, just be sure to watch the show!",positivo,"aspecto: atractivos reseña: An amazing park, definitely make it a point to stay for the special water show, it is absolutely beautiful and breathtaking! Get there early to get seats to the show, otherwise you'll have to sit on the grass. Regardless of where you sit, just be sure to watch the show!"
gm_29eb5b038cda0e8c,atractivos,Circuito Mágico del Agua,"Awesome place, a variety of fountains with light shows and some interaction. Well worth the 4 soles entry fee.",positivo,"aspecto: atractivos reseña: Awesome place, a variety of fountains with light shows and some interaction. Well worth the 4 soles entry fee."
gm_fde3d2a818899806,atractivos,Circuito Mágico del Agua,"The water fountains in this park are a great attraction. Pictures near the water are fantastic, both during the day and at night when the light show starts.",positivo,"aspecto: atractivos reseña: The water fountains in this park are a great attraction. Pictures near the water are fantastic, both during the day and at night when the light show starts."
gm_3713bc6f64cb37a7,atractivos,Circuito Mágico del Agua,"Visited it a on a weekday, and it was extremely crowded, too much to enjoy. The light show was nice - but it was the only thing worth seeing. The rides are expensive, and vibe is far from peaceful, with all the noise and chaos.",positivo,"aspecto: atractivos reseña: Visited it a on a weekday, and it was extremely crowded, too much to enjoy. The light show was nice - but it was the only thing worth seeing. The rides are expensive, and vibe is far from peaceful, with all the noise and chaos."
gm_292937bb7e557279,atractivos,Circuito Mágico del Agua,Great experience at night...something different and so many fountains and colors...great value and so cheap to enter @$2...well worth it...,positivo,aspecto: atractivos reseña: Great experience at night...something different and so many fountains and colors...great value and so cheap to enter @$2...well worth it...
gm_d8ba9838fdad003f,atractivos,Circuito Mágico del Agua,"Must visit if you are visiting Lima,Peru. This is a huge park with 10+ amazing fountains! The light and musical fountains shows at night are incredible. You can easily spend 2-3 hrs here watching the spectacular fountains!",positivo,"aspecto: atractivos reseña: Must visit if you are visiting Lima,Peru. This is a huge park with 10+ amazing fountains! The light and musical fountains shows at night are incredible. You can easily spend 2-3 hrs here watching the spectacular fountains!"
gm_6ec925d83c945402,atractivos,Ciudadela de Kuélap,"Actualmente por los temas de conservación hay una recorrido externo. Aún así se puede observar la maravillosa arquitectura. La entrada es libre cada primer domingo de cada mes ✨. El teleférico ayuda a llegar rápido, sin embargo muchas veces se va la corriente eléctrica como me sucedió, pero la empresa te ayuda a trasladarte con movilidad terrestre.",positivo,"aspecto: atractivos reseña: Actualmente por los temas de conservación hay una recorrido externo. Aún así se puede observar la maravillosa arquitectura. La entrada es libre cada primer domingo de cada mes ✨. El teleférico ayuda a llegar rápido, sin embargo muchas veces se va la corriente eléctrica como me sucedió, pero la empresa te ayuda a trasladarte con movilidad terrestre."
gm_ddbd2e32d6fa91e2,atractivos,Ciudadela de Kuélap,"Conocer la Ciudadela de Kuelap no tiene pierde, para pasar una buena experiencia será importante contar con un buen guía turístico en nuestro caso fue (Sr. Manuel Abanto) nos tocó un día lluvioso y menos mal en la ciudad de Tingo ofrecen los ponchos a solo 5 soles, para llegar hasta la ciudadela la caminata es leve y accesible con espacios para descansar.",positivo,"aspecto: atractivos reseña: Conocer la Ciudadela de Kuelap no tiene pierde, para pasar una buena experiencia será importante contar con un buen guía turístico en nuestro caso fue (Sr. Manuel Abanto) nos tocó un día lluvioso y menos mal en la ciudad de Tingo ofrecen los ponchos a solo 5 soles, para llegar hasta la ciudadela la caminata es leve y accesible con espacios para descansar."
gm_c053f96155e8dc7e,atractivos,Ciudadela de Kuélap,Linda experiencia sino fuera x ser día sábado que x motivos de arreglo de las pistas no funciona hasta la 1 pm..nadie nos lo hizo saber tuvimos que subir una pendiente muy empinada para llegar a la zona 3 y poder ingresar...y solo bajamos x teleférico y no hicimos los 2 viajes...no me parece,positivo,aspecto: atractivos reseña: Linda experiencia sino fuera x ser día sábado que x motivos de arreglo de las pistas no funciona hasta la 1 pm..nadie nos lo hizo saber tuvimos que subir una pendiente muy empinada para llegar a la zona 3 y poder ingresar...y solo bajamos x teleférico y no hicimos los 2 viajes...no me parece
gm_2636cd432deba23f,atractivos,Ciudadela de Kuélap,"Este sitio arqueológico esta en un proceso de refacción , pero aún así la vista desde alli es espectacular, muy interesante la cultura que lo respalda",positivo,"aspecto: atractivos reseña: Este sitio arqueológico esta en un proceso de refacción , pero aún así la vista desde alli es espectacular, muy interesante la cultura que lo respalda"
gm_e71a2b5f299dcedf,atractivos,Ciudadela de Kuélap,During one hour of walking inside the “fortaleza” were three guides. Just said please continue but do not explain anything . They preferred to stay sit down and not do the job or guides. Very bad for an attraction like this,negativo,aspecto: atractivos reseña: During one hour of walking inside the “fortaleza” were three guides. Just said please continue but do not explain anything . They preferred to stay sit down and not do the job or guides. Very bad for an attraction like this
gm_cf5c6ede47c27c04,atractivos,Ciudadela de Kuélap,"Impresionante, deben ir preparados físicamente porque para llegar hay que ascender aproximadamente 600 metros y para entrar hay una escalera empinada, pero vale la pena el esfuerzo.",positivo,"aspecto: atractivos reseña: Impresionante, deben ir preparados físicamente porque para llegar hay que ascender aproximadamente 600 metros y para entrar hay una escalera empinada, pero vale la pena el esfuerzo."
gm_53fd06fab019d235,atractivos,Ciudadela de Kuélap,"Es un paseo de 2 horas aprox, primero debes tomar el funicular para llegar a donde venden los tickets y de ahí caminar 1 km hasta la Ciudadela. El camino está señalizado pero si deseas conocer algo más sobre los chachapoyas y sus costumbres puedes ir con un guía. La ruta para subir no es muy exigente pero si eres sedentario puede que te cueste un poco. Realmente vale la pena visitar Kuelap.",positivo,"aspecto: atractivos reseña: Es un paseo de 2 horas aprox, primero debes tomar el funicular para llegar a donde venden los tickets y de ahí caminar 1 km hasta la Ciudadela. El camino está señalizado pero si deseas conocer algo más sobre los chachapoyas y sus costumbres puedes ir con un guía. La ruta para subir no es muy exigente pero si eres sedentario puede que te cueste un poco. Realmente vale la pena visitar Kuelap."
gm_aaaa785e382302cd,atractivos,Ciudadela de Kuélap,"Don’t bother. The site is closed and you can’t even walk along the base of the wall. You pretty much can get to a fence near where the entrance would have been. It sounds like it will be literally years at best before the site reopens. None of the guides or tour operators or people running the site want to admit that their ‘premiere site’ for northern Peru is closed to tourism for possibly a decade. I would vaguely guess they will need to build a roof over the entire structure at some point to keep stormwater from destabilizing the wall any further. Unless the want to tear sections of the wall down, put a drainage system behind the wall, and rebuild it with a modern support / drainage system behind the walls. Anyways this section of the country is fantastic, and you should totally visit it. But don’t pretend you are going to be able to walk around the top of Kuelap anytime this decade.",negativo,"aspecto: atractivos reseña: Don’t bother. The site is closed and you can’t even walk along the base of the wall. You pretty much can get to a fence near where the entrance would have been. It sounds like it will be literally years at best before the site reopens. None of the guides or tour operators or people running the site want to admit that their ‘premiere site’ for northern Peru is closed to tourism for possibly a decade. I would vaguely guess they will need to build a roof over the entire structure at some point to keep stormwater from destabilizing the wall any further. Unless the want to tear sections of the wall down, put a drainage system behind the wall, and rebuild it with a modern support / drainage system behind the walls. Anyways this section of the country is fantastic, and you should totally visit it. But don’t pretend you are going to be able to walk around the top of Kuelap anytime this decade."
gm_0388d5b11aea241d,atractivos,Ciudadela de Kuélap,"La experiencia es algo impresionante, las telecabinas es una prueba de vértigo y adrenalina; con una vista de 360 grados. Kuelap ruinas es un lugar fabuloso y espectacular. Tomense el tiempo de mirar cada deyalle. Les recomiendo que busquen toda la información y vayan sin guía por el parque arqueológico. Porque los guías avanzan muy rapido. Totalmente recomendable",positivo,"aspecto: atractivos reseña: La experiencia es algo impresionante, las telecabinas es una prueba de vértigo y adrenalina; con una vista de 360 grados. Kuelap ruinas es un lugar fabuloso y espectacular. Tomense el tiempo de mirar cada deyalle. Les recomiendo que busquen toda la información y vayan sin guía por el parque arqueológico. Porque los guías avanzan muy rapido. Totalmente recomendable"
gm_4faa9b05eed20b41,atractivos,Ciudadela de Kuélap,Un lugar hermoso con una vista muy extraordinaria muy bello para pasar en familia y muy impresionante con una historia de nuestros antepasados .,positivo,aspecto: atractivos reseña: Un lugar hermoso con una vista muy extraordinaria muy bello para pasar en familia y muy impresionante con una historia de nuestros antepasados .
gm_68b208fcd2febb68,atractivos,Ciudadela de Kuélap,"La ciudad sagrada me encanta, disfruté del lugar y de una muy grata compañía!!",positivo,"aspecto: atractivos reseña: La ciudad sagrada me encanta, disfruté del lugar y de una muy grata compañía!!"
gm_70a13da2bdcbf76a,atractivos,Ciudadela de Kuélap,Uno de los mejores lugares hermosos y llenos de misterio y energía mágica que visite.,positivo,aspecto: atractivos reseña: Uno de los mejores lugares hermosos y llenos de misterio y energía mágica que visite.
gm_17ff32c64bc4f07e,atractivos,Ciudadela de Kuélap,"Llegar da escala de lo impresionante de este lugar, hoyv2025 llegar por caminos destrozados y pasar por pueblos con plazas bonitas y poco más para mi resulta el marco perfecto para lo grande que es Kuelap!",positivo,"aspecto: atractivos reseña: Llegar da escala de lo impresionante de este lugar, hoyv2025 llegar por caminos destrozados y pasar por pueblos con plazas bonitas y poco más para mi resulta el marco perfecto para lo grande que es Kuelap!"
