user_id,perfil_turistico,perfil_turistico_descripcion,presupuesto_rango,presupuesto_disponible_soles,presupuesto_score,dias_viaje,dias_score,duracion_tipo,tolerancia_multitudes,tolerancia_multitudes_score,intereses_principales,interes_cultura,interes_naturaleza,interes_gastronomia,interes_aventura,interes_urbano,interes_rural,interes_fotografia,interes_compras,interes_relajacion,preferencia_climatica,clima_templado,clima_calido,clima_frio,clima_seco,clima_indiferente,motivo_viaje,motivo_vacaciones,motivo_recreacion,motivo_visita_a_familiares_amigos,motivo_academico,motivo_negocios,motivo_religioso,peso_presupuesto,peso_dias,peso_motivo,peso_intereses,peso_multitudes,peso_clima,validado_montecarlo,estado_validacion_montecarlo,porcentaje_categorias_aceptables,categorias_a_revisar,fecha_validacion,origen_dato
U00052,gastronomico,Turista gastronómico,Alto,1702,0.6675,7,1.0,Larga,Baja,0.0,"gastronomia, urbano",0,0,1,0,1,0,0,0,0,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.156,0.104,0.1279,0.4031,0.1027,0.1063,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00053,familiar,Turista familiar,Bajo,364,0.11,1,0.0,Corta,Baja,0.0,"cultura, naturaleza",1,1,0,0,0,0,0,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1749,0.13,0.1284,0.2989,0.1413,0.1266,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00054,cultural,Turista cultural,Medio,605,0.2104,5,0.6667,Media,Media,0.5,"cultura, fotografia, relajacion, compras",1,0,0,0,0,0,1,1,1,Templado,1,0,0,0,0,Negocios,0,0,0,0,1,0,0.1342,0.1013,0.1351,0.4008,0.0912,0.1375,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00055,cultural,Turista cultural,Medio,704,0.2517,3,0.3333,Media,Baja,0.0,"cultura, urbano, fotografia",1,0,0,0,1,0,1,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1327,0.1199,0.1413,0.367,0.1052,0.134,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00056,gastronomico,Turista gastronómico,Medio,517,0.1737,4,0.5,Media,Media,0.5,"gastronomia, compras, rural",0,0,1,0,0,1,0,1,0,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.172,0.1072,0.1124,0.4033,0.0974,0.1077,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00057,naturalista,Turista naturalista,Medio,534,0.1808,4,0.5,Media,Baja,0.0,"naturaleza, cultura",1,1,0,0,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1584,0.1338,0.1218,0.353,0.1053,0.1277,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00058,urbano_recreativo,Turista urbano/recreativo,Medio,795,0.2896,1,0.0,Corta,Alta,1.0,"urbano, gastronomia, compras, cultura, fotografia",1,0,1,0,1,0,1,1,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1561,0.0915,0.1379,0.337,0.1475,0.1299,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00059,familiar,Turista familiar,Medio,522,0.1758,6,0.8333,Larga,Baja,0.0,"cultura, naturaleza, fotografia",1,1,0,0,0,0,1,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1832,0.1251,0.1355,0.2848,0.1526,0.1188,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00060,cultural,Turista cultural,Medio,773,0.2804,3,0.3333,Media,Media,0.5,"cultura, urbano, rural",1,0,0,0,1,1,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1294,0.1144,0.1218,0.3966,0.0977,0.14,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00061,economico_mochilero,Turista económico/mochilero,Medio,747,0.2696,4,0.5,Media,Media,0.5,"naturaleza, cultura, fotografia",1,1,0,0,0,0,1,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.3055,0.1177,0.1086,0.2784,0.089,0.1008,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00062,aventurero,Turista aventurero,Medio,532,0.18,5,0.6667,Media,Alta,1.0,"aventura, naturaleza",0,1,0,1,0,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1443,0.1331,0.1247,0.3758,0.1038,0.1183,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00063,familiar,Turista familiar,Medio,967,0.3613,3,0.3333,Media,Media,0.5,"cultura, naturaleza, urbano",1,1,0,0,1,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1754,0.1281,0.131,0.2935,0.1556,0.1163,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00064,naturalista,Turista naturalista,Alto,1866,0.7358,6,0.8333,Larga,Baja,0.0,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1563,0.129,0.1239,0.3665,0.1022,0.1221,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00065,urbano_recreativo,Turista urbano/recreativo,Medio,799,0.2913,2,0.1667,Corta,Baja,0.0,"urbano, cultura, fotografia",1,0,0,0,1,0,1,0,0,Templado,1,0,0,0,0,Recreación,0,1,0,0,0,0,0.1631,0.1078,0.1403,0.321,0.1513,0.1165,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00066,cultural,Turista cultural,Medio,599,0.2079,3,0.3333,Media,Baja,0.0,"cultura, urbano, gastronomia",1,0,1,0,1,0,0,0,0,Indiferente,0,0,0,0,1,Religioso,0,0,0,0,0,1,0.1232,0.12,0.1298,0.379,0.1013,0.1467,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00067,cultural,Turista cultural,Medio,987,0.3696,3,0.3333,Media,Media,0.5,"cultura, fotografia, naturaleza, rural",1,1,0,0,0,1,1,0,0,Templado,1,0,0,0,0,Visita a familiares/amigos,0,0,1,0,0,0,0.1312,0.1211,0.131,0.372,0.0999,0.1447,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00068,familiar,Turista familiar,Medio,518,0.1742,4,0.5,Media,Media,0.5,"cultura, naturaleza, fotografia, relajacion",1,1,0,0,0,0,1,0,1,Indiferente,0,0,0,0,1,Vacaciones,1,0,0,0,0,0,0.1816,0.1211,0.1305,0.2959,0.1556,0.1154,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00069,cultural,Turista cultural,Bajo,174,0.0308,1,0.0,Corta,Baja,0.0,"cultura, urbano",1,0,0,0,1,0,0,0,0,Frío,0,0,1,0,0,Recreación,0,1,0,0,0,0,0.1327,0.1206,0.1207,0.4033,0.0899,0.1327,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00070,naturalista,Turista naturalista,Bajo,214,0.0475,5,0.6667,Media,Alta,1.0,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Cálido,0,1,0,0,0,Recreación,0,1,0,0,0,0,0.1665,0.1175,0.1333,0.3493,0.1089,0.1244,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00071,cultural,Turista cultural,Bajo,345,0.1021,7,1.0,Larga,Media,0.5,"cultura, fotografia, naturaleza",1,1,0,0,0,0,1,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1556,0.0965,0.143,0.3737,0.0873,0.1439,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00072,naturalista,Turista naturalista,Medio,961,0.3588,7,1.0,Larga,Media,0.5,"naturaleza, aventura",0,1,0,1,0,0,0,0,0,Frío,0,0,1,0,0,Vacaciones,1,0,0,0,0,0,0.1652,0.1385,0.1306,0.3476,0.0983,0.1198,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00073,aventurero,Turista aventurero,Bajo,175,0.0312,5,0.6667,Media,Media,0.5,"aventura, naturaleza",0,1,0,1,0,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1557,0.1406,0.1076,0.376,0.1062,0.1138,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00074,aventurero,Turista aventurero,Medio,684,0.2433,6,0.8333,Larga,Media,0.5,"aventura, naturaleza, rural",0,1,0,1,0,1,0,0,0,Cálido,0,1,0,0,0,Vacaciones,1,0,0,0,0,0,0.1481,0.1468,0.1112,0.391,0.0887,0.1142,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
U00075,cultural,Turista cultural,Bajo,298,0.0825,5,0.6667,Media,Baja,0.0,"cultura, urbano",1,0,0,0,1,0,0,0,0,Templado,1,0,0,0,0,Vacaciones,1,0,0,0,0,0,0.1336,0.1074,0.1316,0.381,0.1065,0.1399,True,VALIDADA,100.0,0,2026-06-17,sintetico_fase3_v3
